品种名称,物种学名,物种中文名称
锦319B,Oryza sativa,水稻
锦319A,Oryza sativa,水稻
衡标807S,Oryza sativa,水稻
锦322A,Oryza sativa,水稻
凤香稻2,Oryza sativa,水稻
广优66,Oryza sativa,水稻
泸香优177,Oryza sativa,水稻
中1优188,Oryza sativa,水稻
旌优727,Oryza sativa,水稻
乐优5,Oryza sativa,水稻
B优268,Oryza sativa,水稻
内5优979,Oryza sativa,水稻
福伊优188,Oryza sativa,水稻
川谷优642,Oryza sativa,水稻
乐优709,Oryza sativa,水稻
乐优808,Oryza sativa,水稻
全优357,Oryza sativa,水稻
蓉18优609,Oryza sativa,水稻
黑香粳糯,Oryza sativa,水稻
晚籼紫宝,Oryza sativa,水稻
华润2,Oryza sativa,水稻
宜香优618,Oryza sativa,水稻
深优5105,Oryza sativa,水稻
岳优2115,Oryza sativa,水稻
五优369,Oryza sativa,水稻
C两优018,Oryza sativa,水稻
科两优529,Oryza sativa,水稻
广两优210,Oryza sativa,水稻
C两优386,Oryza sativa,水稻
深优9595,Oryza sativa,水稻
Y两优1998,Oryza sativa,水稻
Y两优828,Oryza sativa,水稻
炳优98,Oryza sativa,水稻
潭原优4903,Oryza sativa,水稻
两优早17,Oryza sativa,水稻
桂硒红占,Oryza sativa,水稻
桂育黑糯,Oryza sativa,水稻
桂育糯188,Oryza sativa,水稻
百丰香糯,Oryza sativa,水稻
百香长糯,Oryza sativa,水稻
百香糯33,Oryza sativa,水稻
粉之稻,Oryza sativa,水稻
穗香黑糯,Oryza sativa,水稻
穗香糯603,Oryza sativa,水稻
穗香糯719,Oryza sativa,水稻
友香红稻,Oryza sativa,水稻
友香糯717,Oryza sativa,水稻
友香糯806,Oryza sativa,水稻
安粳优1,Oryza sativa,水稻
泰两优1332,Oryza sativa,水稻
秀优4913,Oryza sativa,水稻
秀优7113,Oryza sativa,水稻
中嘉优9,Oryza sativa,水稻
嘉优中科13-1,Oryza sativa,水稻
嘉禾优001,Oryza sativa,水稻
钱优3514,Oryza sativa,水稻
隆两优3206,Oryza sativa,水稻
V两优1219,Oryza sativa,水稻
泰两优217,Oryza sativa,水稻
深两优7248,Oryza sativa,水稻
甬优25,Oryza sativa,水稻
浙粳96,Oryza sativa,水稻
嘉禾239,Oryza sativa,水稻
浙糯106,Oryza sativa,水稻
浙湖粳25,Oryza sativa,水稻
7两优早2,Oryza sativa,水稻
绿两优878,Oryza sativa,水稻
筑两优27占,Oryza sativa,水稻
中佳早86,Oryza sativa,水稻
早优1801,Oryza sativa,水稻
早籼1205,Oryza sativa,水稻
凯丰1120,Oryza sativa,水稻
徽晶S,Oryza sativa,水稻
擎9S,Oryza sativa,水稻
呈391S,Oryza sativa,水稻
琅50S,Oryza sativa,水稻
徽两优晶华占,Oryza sativa,水稻
野香优华宝占,Oryza sativa,水稻
广8优8359,Oryza sativa,水稻
山两优1690,Oryza sativa,水稻
金龙优163,Oryza sativa,水稻
旱恢8200,Oryza sativa,水稻
沪旱82S,Oryza sativa,水稻
DJ1008,Oryza sativa,水稻
恢AP1103,Oryza sativa,水稻
R6116,Oryza sativa,水稻
50B,Oryza sativa,水稻
JA11100,Oryza sativa,水稻
福恢9803,Oryza sativa,水稻
常5-203A,Oryza sativa,水稻
金稻909,Oryza sativa,水稻
WF73,Oryza sativa,水稻
淮稻13,Oryza sativa,水稻
淮9862,Oryza sativa,水稻
扬农稻1,Oryza sativa,水稻
扬20238,Oryza sativa,水稻
盐粳30192,Oryza sativa,水稻
盐582S,Oryza sativa,水稻
焦旱1,Oryza sativa,水稻
信旱优26,Oryza sativa,水稻
通系929,Oryza sativa,水稻
津9优78,Oryza sativa,水稻
津7优58,Oryza sativa,水稻
苏秀9,Oryza sativa,水稻
苏北9,Oryza sativa,水稻
徐68优201,Oryza sativa,水稻
68优201,Oryza sativa,水稻
5优360,Oryza sativa,水稻
津7优18,Oryza sativa,水稻
W008,Oryza sativa,水稻
徐优502,Oryza sativa,水稻
瑞优399,Oryza sativa,水稻
谷优航148,Oryza sativa,水稻
中优161,Oryza sativa,水稻
天美1,Oryza sativa,水稻
准两优608,Oryza sativa,水稻
扬两优013,Oryza sativa,水稻
扬两优412,Oryza sativa,水稻
奥龙优282,Oryza sativa,水稻
中3优1681,Oryza sativa,水稻
丰两优晚三,Oryza sativa,水稻
盐两优888,Oryza sativa,水稻
中9优8012,Oryza sativa,水稻
协优152,Oryza sativa,水稻
丰优989,Oryza sativa,水稻
天优3611,Oryza sativa,水稻
中嘉早17,Oryza sativa,水稻
04YK-17,Oryza sativa,水稻
天优826,Oryza sativa,水稻
特优328,Oryza sativa,水稻
川优6621,Oryza sativa,水稻
特优506,Oryza sativa,水稻
特优458,Oryza sativa,水稻
绿丰优458,Oryza sativa,水稻
双青优2008,Oryza sativa,水稻
双优2008,Oryza sativa,水稻
粤泰优116,Oryza sativa,水稻
抗蚊青占,Oryza sativa,水稻
双抗明占,Oryza sativa,水稻
K866,Oryza sativa,水稻
赣优明占,Oryza sativa,水稻
贵香1B,Oryza sativa,水稻
贵香1A,Oryza sativa,水稻
毕粳杂2035,Oryza sativa,水稻
毕粳43,Oryza sativa,水稻
太和香糯,Oryza sativa,水稻
丰糯28,Oryza sativa,水稻
忠糯1,Oryza sativa,水稻
糯优6211,Oryza sativa,水稻
糯杂6211,Oryza sativa,水稻
糯优18,Oryza sativa,水稻
糯优16,Oryza sativa,水稻
昌粳12,Oryza sativa,水稻
昌粳11,Oryza sativa,水稻
昌粳10,Oryza sativa,水稻
粳两优5519,Oryza sativa,水稻
天优85,Oryza sativa,水稻
龙优128,Oryza sativa,水稻
中优1259,Oryza sativa,水稻
B6A,Oryza sativa,水稻
685A,Oryza sativa,水稻
B6优4761,Oryza sativa,水稻
禾优4,Oryza sativa,水稻
宜优3009,Oryza sativa,水稻
宜香3009,Oryza sativa,水稻
皖稻153,Oryza sativa,水稻
农家福2,Oryza sativa,水稻
镇籼272,Oryza sativa,水稻
内香2128,Oryza sativa,水稻
原稻1,Oryza sativa,水稻
皖稻52,Oryza sativa,水稻
晚粳糯90-2,Oryza sativa,水稻
中2优1286,Oryza sativa,水稻
陵两优268,Oryza sativa,水稻
皖稻69,Oryza sativa,水稻
91499,Oryza sativa,水稻
M3122,Oryza sativa,水稻
倍香3,Oryza sativa,水稻
双优3404,Oryza sativa,水稻
皖稻42,Oryza sativa,水稻
中粳63,Oryza sativa,水稻
皖稻40,Oryza sativa,水稻
宣鉴90-1,Oryza sativa,水稻
皖稻38,Oryza sativa,水稻
中粳564,Oryza sativa,水稻
皖稻36,Oryza sativa,水稻
H8398,Oryza sativa,水稻
皖稻32,Oryza sativa,水稻
广香40,Oryza sativa,水稻
140加香糯,Oryza sativa,水稻
皖稻30,Oryza sativa,水稻
88-23,Oryza sativa,水稻
皖稻28,Oryza sativa,水稻
B9038,Oryza sativa,水稻
皖稻61,Oryza sativa,水稻
213选,Oryza sativa,水稻
皖稻57,Oryza sativa,水稻
两际辐,Oryza sativa,水稻
86223,Oryza sativa,水稻
长早籼10,Oryza sativa,水稻
95-81,Oryza sativa,水稻
皖稻43,Oryza sativa,水稻
早籼240,Oryza sativa,水稻
皖稻14,Oryza sativa,水稻
巢粳1,Oryza sativa,水稻
皖稻41,Oryza sativa,水稻
8B40,Oryza sativa,水稻
临稻18,Oryza sativa,水稻
宣粳9397,Oryza sativa,水稻
晚粳22,Oryza sativa,水稻
黄糯2,Oryza sativa,水稻
新两优98,Oryza sativa,水稻
丰晚籼优1,Oryza sativa,水稻
青系44,Oryza sativa,水稻
京引1,Oryza sativa,水稻
新三吹,Oryza sativa,水稻
农垦56,Oryza sativa,水稻
东海千本,Oryza sativa,水稻
农垦55,Oryza sativa,水稻
秀峰,Oryza sativa,水稻
农垦54,Oryza sativa,水稻
三系8,Oryza sativa,水稻
农垦53,Oryza sativa,水稻
大坂中生旭,Oryza sativa,水稻
农垦52,Oryza sativa,水稻
初霜,Oryza sativa,水稻
京引137,Oryza sativa,水稻
农垦50,Oryza sativa,水稻
农林54,Oryza sativa,水稻
东山50,Oryza sativa,水稻
新澄,Oryza sativa,水稻
农垦49,Oryza sativa,水稻
新5,Oryza sativa,水稻
农垦48,Oryza sativa,水稻
若叶,Oryza sativa,水稻
农垦47,Oryza sativa,水稻
农林35,Oryza sativa,水稻
农垦45,Oryza sativa,水稻
万代早生,Oryza sativa,水稻
农垦42,Oryza sativa,水稻
农林13,Oryza sativa,水稻
农垦41,Oryza sativa,水稻
山阴10,Oryza sativa,水稻
浅野1,Oryza sativa,水稻
农垦38,Oryza sativa,水稻
笹时雨,Oryza sativa,水稻
农垦37,Oryza sativa,水稻
农林73,Oryza sativa,水稻
屉时雨,Oryza sativa,水稻
爱优,Oryza sativa,水稻
农垦36,Oryza sativa,水稻
高岭锦,Oryza sativa,水稻
农垦35,Oryza sativa,水稻
大鸟,Oryza sativa,水稻
京引183,Oryza sativa,水稻
农林112,Oryza sativa,水稻
藤系41,Oryza sativa,水稻
农垦34,Oryza sativa,水稻
新7,Oryza sativa,水稻
农垦33,Oryza sativa,水稻
秋映,Oryza sativa,水稻
农垦32,Oryza sativa,水稻
农林79,Oryza sativa,水稻
东山60,Oryza sativa,水稻
银优,Oryza sativa,水稻
农垦30,Oryza sativa,水稻
山手取,Oryza sativa,水稻
农垦29,Oryza sativa,水稻
农林96,Oryza sativa,水稻
京引55,Oryza sativa,水稻
东北61,Oryza sativa,水稻
陆南旱谷,Oryza sativa,水稻
巴胜,Oryza sativa,水稻
农垦26,Oryza sativa,水稻
初锦,Oryza sativa,水稻
农垦25,Oryza sativa,水稻
农林84,Oryza sativa,水稻
奥羽224,Oryza sativa,水稻
农垦24,Oryza sativa,水稻
红石,Oryza sativa,水稻
农垦23,Oryza sativa,水稻
巴优,Oryza sativa,水稻
农垦18,Oryza sativa,水稻
照锦,Oryza sativa,水稻
农垦15,Oryza sativa,水稻
早生锦,Oryza sativa,水稻
农垦14,Oryza sativa,水稻
创两优001,Oryza sativa,水稻
旌3优808,Oryza sativa,水稻
泸优911,Oryza sativa,水稻
C两优810,Oryza sativa,水稻
秀优207,Oryza sativa,水稻
江两优7901,Oryza sativa,水稻
常农粳151,Oryza sativa,水稻
中禾优1,Oryza sativa,水稻
中粳616,Oryza sativa,水稻
武科粳210,Oryza sativa,水稻
润稻118,Oryza sativa,水稻
鸿源6,Oryza sativa,水稻
徽两优473,Oryza sativa,水稻
荃优665,Oryza sativa,水稻
N两优1133,Oryza sativa,水稻
深两优8012,Oryza sativa,水稻
荃优868,Oryza sativa,水稻
红优3348,Oryza sativa,水稻
大两优968,Oryza sativa,水稻
正优538,Oryza sativa,水稻
泰优187,Oryza sativa,水稻
宜1优3185,Oryza sativa,水稻
蓉3优567,Oryza sativa,水稻
内6优595,Oryza sativa,水稻
荃9优801,Oryza sativa,水稻
龙稻202,Oryza sativa,水稻
龙稻115,Oryza sativa,水稻
白粳2,Oryza sativa,水稻
中科发5,Oryza sativa,水稻
吉农大531,Oryza sativa,水稻
畾优1068,Oryza sativa,水稻
茉两优华占,Oryza sativa,水稻
象香恢R361,Oryza sativa,水稻
原香优361,Oryza sativa,水稻
科德优香占,Oryza sativa,水稻
68优华占,Oryza sativa,水稻
荃香优美占,Oryza sativa,水稻
万香占1,Oryza sativa,水稻
昌两优1,Oryza sativa,水稻
昌两优6,Oryza sativa,水稻
恒恢6,Oryza sativa,水稻
乾两优6,Oryza sativa,水稻
恒恢7,Oryza sativa,水稻
乾两优7,Oryza sativa,水稻
恒恢9,Oryza sativa,水稻
乾两优9,Oryza sativa,水稻
R9808,Oryza sativa,水稻
丰田优泰香占,Oryza sativa,水稻
R3861,Oryza sativa,水稻
广美优3861,Oryza sativa,水稻
屯恢613,Oryza sativa,水稻
博优613,Oryza sativa,水稻
智丰B,Oryza sativa,水稻
智丰A,Oryza sativa,水稻
智丰优802,Oryza sativa,水稻
香丝苗,Oryza sativa,水稻
广8优香丝苗,Oryza sativa,水稻
吉田优粤农丝苗,Oryza sativa,水稻
昌盛优粤农丝苗,Oryza sativa,水稻
桃优粤农丝苗,Oryza sativa,水稻
桃农优粤农丝苗,Oryza sativa,水稻
银两优851,Oryza sativa,水稻
丰两优916,Oryza sativa,水稻
六两优666,Oryza sativa,水稻
广油丰润,Oryza sativa,水稻
两优1778,Oryza sativa,水稻
桃秀优华占,Oryza sativa,水稻
A两优336,Oryza sativa,水稻
桃湘优美晶,Oryza sativa,水稻
桃湘优188,Oryza sativa,水稻
玖两优8792,Oryza sativa,水稻
岳优1016,Oryza sativa,水稻
奥富优826,Oryza sativa,水稻
天两优55,Oryza sativa,水稻
隆优1206,Oryza sativa,水稻
隆优5187,Oryza sativa,水稻
玖两优5208,Oryza sativa,水稻
玖两优1212,Oryza sativa,水稻
隆优1212,Oryza sativa,水稻
Y两优1198,Oryza sativa,水稻
泷两优713,Oryza sativa,水稻
昌两优8,Oryza sativa,水稻
荟两优5466,Oryza sativa,水稻
天龙两优18,Oryza sativa,水稻
神农优428,Oryza sativa,水稻
奇两优华占,Oryza sativa,水稻
荃优458,Oryza sativa,水稻
荃优489,Oryza sativa,水稻
成恢448,Oryza sativa,水稻
通禾839,Oryza sativa,水稻
通禾07-8041,Oryza sativa,水稻
吉粘9,Oryza sativa,水稻
吉07-24,Oryza sativa,水稻
通粘11,Oryza sativa,水稻
TJ7011,Oryza sativa,水稻
农粘379,Oryza sativa,水稻
05-8379,Oryza sativa,水稻
通粘598,Oryza sativa,水稻
通育245,Oryza sativa,水稻
通育06-9128,Oryza sativa,水稻
九稻69,Oryza sativa,水稻
九06D18,Oryza sativa,水稻
通新06-18,Oryza sativa,水稻
平安粳稻11,Oryza sativa,水稻
平粳11,Oryza sativa,水稻
吉星粳稻18,Oryza sativa,水稻
AF7-4,Oryza sativa,水稻
通禾857,Oryza sativa,水稻
通禾06-7004,Oryza sativa,水稻
庆林1,Oryza sativa,水稻
丰育107,Oryza sativa,水稻
吉科稻512,Oryza sativa,水稻
通院512,Oryza sativa,水稻
科裕47,Oryza sativa,水稻
裕丰047,Oryza sativa,水稻
通科17,Oryza sativa,水稻
通丰07-6,Oryza sativa,水稻
通禾856,Oryza sativa,水稻
通禾06-7018,Oryza sativa,水稻
通育238,Oryza sativa,水稻
通育06-9233,Oryza sativa,水稻
吉粳509,Oryza sativa,水稻
吉2005F39,Oryza sativa,水稻
通系930,Oryza sativa,水稻
通系06-4036,Oryza sativa,水稻
吉农大838,Oryza sativa,水稻
农大07-31,Oryza sativa,水稻
通院515,Oryza sativa,水稻
通粳889,Oryza sativa,水稻
TJ7002,Oryza sativa,水稻
松辽6,Oryza sativa,水稻
松辽06-6,Oryza sativa,水稻
吉农大828,Oryza sativa,水稻
农大07-22,Oryza sativa,水稻
长白24,Oryza sativa,水稻
吉2003F4,Oryza sativa,水稻
东稻4,Oryza sativa,水稻
东稻06-605,Oryza sativa,水稻
吉农大45,Oryza sativa,水稻
通育406,Oryza sativa,水稻
通育06-9406,Oryza sativa,水稻
长白23,Oryza sativa,水稻
吉05-4071,Oryza sativa,水稻
初稔,Oryza sativa,水稻
京引140,Oryza sativa,水稻
农林61,Oryza sativa,水稻
北陆45,Oryza sativa,水稻
二作取,Oryza sativa,水稻
农林60,Oryza sativa,水稻
北陆31,Oryza sativa,水稻
走糯,Oryza sativa,水稻
农林58,Oryza sativa,水稻
北海糯123,Oryza sativa,水稻
加贺锦,Oryza sativa,水稻
农林56,Oryza sativa,水稻
北陆36,Oryza sativa,水稻
户根早生,Oryza sativa,水稻
农林55,Oryza sativa,水稻
关东41,Oryza sativa,水稻
高千穗,Oryza sativa,水稻
农林52,Oryza sativa,水稻
西海37,Oryza sativa,水稻
农林51,Oryza sativa,水稻
农林50,Oryza sativa,水稻
东北50,Oryza sativa,水稻
农林49,Oryza sativa,水稻
东北45,Oryza sativa,水稻
农林48,Oryza sativa,水稻
京引180,Oryza sativa,水稻
东山53,Oryza sativa,水稻
农林47,Oryza sativa,水稻
北陆35,Oryza sativa,水稻
农林46,Oryza sativa,水稻
北陆25,Oryza sativa,水稻
农林45,Oryza sativa,水稻
山阴糯26,Oryza sativa,水稻
农林44,Oryza sativa,水稻
山阴34,Oryza sativa,水稻
农林43,Oryza sativa,水稻
北陆38,Oryza sativa,水稻
农林42,Oryza sativa,水稻
北海103,Oryza sativa,水稻
农林41,Oryza sativa,水稻
北陆34,Oryza sativa,水稻
农林40,Oryza sativa,水稻
西海33,Oryza sativa,水稻
农林39,Oryza sativa,水稻
西海26,Oryza sativa,水稻
农林38,Oryza sativa,水稻
京引135,Oryza sativa,水稻
山阴22,Oryza sativa,水稻
农林37,Oryza sativa,水稻
近畿45,Oryza sativa,水稻
农林32,Oryza sativa,水稻
近畿43,Oryza sativa,水稻
农林31,Oryza sativa,水稻
山阴31,Oryza sativa,水稻
农林30,Oryza sativa,水稻
山阴27,Oryza sativa,水稻
农林27,Oryza sativa,水稻
西海28,Oryza sativa,水稻
农林26,Oryza sativa,水稻
近畿39,Oryza sativa,水稻
农林25,Oryza sativa,水稻
关东31,Oryza sativa,水稻
农林24,Oryza sativa,水稻
东北30,Oryza sativa,水稻
农林23,Oryza sativa,水稻
近畿35,Oryza sativa,水稻
农林21,Oryza sativa,水稻
北陆23,Oryza sativa,水稻
R7,Oryza sativa,水稻
先恢173,Oryza sativa,水稻
31-312,Oryza sativa,水稻
州恢901,Oryza sativa,水稻
泸恢195,Oryza sativa,水稻
南恢688,Oryza sativa,水稻
信恢688,Oryza sativa,水稻
广恢688,Oryza sativa,水稻
桂32,Oryza sativa,水稻
南恢125,Oryza sativa,水稻
99K0125,Oryza sativa,水稻
龙恢168,Oryza sativa,水稻
龙恢17,Oryza sativa,水稻
龙恢5928,Oryza sativa,水稻
D宝B,Oryza sativa,水稻
9311-1,Oryza sativa,水稻
931-1,Oryza sativa,水稻
丙815,Oryza sativa,水稻
嘉48,Oryza sativa,水稻
紫标S-2,Oryza sativa,水稻
紫标S-1,Oryza sativa,水稻
浙38B,Oryza sativa,水稻
浙38A,Oryza sativa,水稻
马协64,Oryza sativa,水稻
将恢155,Oryza sativa,水稻
K82-155,Oryza sativa,水稻
NB,Oryza sativa,水稻
S1354,Oryza sativa,水稻
1647S,Oryza sativa,水稻
宜DS1,Oryza sativa,水稻
福恢016,Oryza sativa,水稻
D63,Oryza sativa,水稻
秀水137,Oryza sativa,水稻
皖垦糯1,Oryza sativa,水稻
YR106,Oryza sativa,水稻
丰恢3,Oryza sativa,水稻
ZR4008,Oryza sativa,水稻
Ⅱ优08,Oryza sativa,水稻
LY-8,Oryza sativa,水稻
9019,Oryza sativa,水稻
2M009,Oryza sativa,水稻
Ⅱ优009,Oryza sativa,水稻
开08S,Oryza sativa,水稻
绿敏S,Oryza sativa,水稻
MS,Oryza sativa,水稻
明两优6,Oryza sativa,水稻
辐88A,Oryza sativa,水稻
辐优136,Oryza sativa,水稻
YR293,Oryza sativa,水稻
Y恢293,Oryza sativa,水稻
农丰优1671,Oryza sativa,水稻
Ⅱ优346,Oryza sativa,水稻
隆两优6,Oryza sativa,水稻
YR512,Oryza sativa,水稻
丰优512,Oryza sativa,水稻
Ⅱ优30,Oryza sativa,水稻
丰两优80,Oryza sativa,水稻
YR1671,Oryza sativa,水稻
中优1671,Oryza sativa,水稻
K74,Oryza sativa,水稻
万里香,Oryza sativa,水稻
T08S,Oryza sativa,水稻
天两优0501,Oryza sativa,水稻
R20,Oryza sativa,水稻
QF14-20,Oryza sativa,水稻
洲恢48,Oryza sativa,水稻
H04-8,Oryza sativa,水稻
绵科98B,Oryza sativa,水稻
永ⅠB,Oryza sativa,水稻
永ⅠA,Oryza sativa,水稻
DLR1,Oryza sativa,水稻
S804,Oryza sativa,水稻
圣06311,Oryza sativa,水稻
02-111,Oryza sativa,水稻
20106,Oryza sativa,水稻
黔恢33,Oryza sativa,水稻
渝805B,Oryza sativa,水稻
R2388,Oryza sativa,水稻
F39-5,Oryza sativa,水稻
原香39B,Oryza sativa,水稻
原香39A,Oryza sativa,水稻
巨胚1,Oryza sativa,水稻
090坊71,Oryza sativa,水稻
福恢2165,Oryza sativa,水稻
春江29B,Oryza sativa,水稻
春江29A,Oryza sativa,水稻
YR851,Oryza sativa,水稻
Z071S,Oryza sativa,水稻
广恢5618,Oryza sativa,水稻
LDR2064,Oryza sativa,水稻
MR220-8,Oryza sativa,水稻
马来稻,Oryza sativa,水稻
粤泰优马来,Oryza sativa,水稻
双博Ⅱ秋B,Oryza sativa,水稻
昌盛优989,Oryza sativa,水稻
贡两优京贵占,Oryza sativa,水稻
桔两优623,Oryza sativa,水稻
京优382,Oryza sativa,水稻
钢两优978,Oryza sativa,水稻
钢两优167,Oryza sativa,水稻
甬优1520,Oryza sativa,水稻
昌粳225,Oryza sativa,水稻
赣宁粳4,Oryza sativa,水稻
赣宁粳5,Oryza sativa,水稻
赣南黑米,Oryza sativa,水稻
粳糯118,Oryza sativa,水稻
R636,Oryza sativa,水稻
JR5020,Oryza sativa,水稻
R菲占,Oryza sativa,水稻
R洪1,Oryza sativa,水稻
R8116,Oryza sativa,水稻
R877,Oryza sativa,水稻
黄矮占,Oryza sativa,水稻
R1031,Oryza sativa,水稻
N206,Oryza sativa,水稻
十优玉珠,Oryza sativa,水稻
13香,Oryza sativa,水稻
中恢115,Oryza sativa,水稻
华玉丝苗,Oryza sativa,水稻
德玉,Oryza sativa,水稻
浙大嘉锡优610,Oryza sativa,水稻
秀优77,Oryza sativa,水稻
秀优49241,Oryza sativa,水稻
武香粳168,Oryza sativa,水稻
江浙优0603,Oryza sativa,水稻
江浙优0601,Oryza sativa,水稻
嘉禾优458,Oryza sativa,水稻
华中优9326,Oryza sativa,水稻
春优85,Oryza sativa,水稻
常优182,Oryza sativa,水稻
协禾优1002,Oryza sativa,水稻
万太优965,Oryza sativa,水稻
奇两优1068,Oryza sativa,水稻
美两优1239,Oryza sativa,水稻
古两优6915,Oryza sativa,水稻
春两优220,Oryza sativa,水稻
昌两优香68,Oryza sativa,水稻
泰优油香,Oryza sativa,水稻
泰优农禾丝苗,Oryza sativa,水稻
千乡955优651,Oryza sativa,水稻
那香优651,Oryza sativa,水稻
明太优703,Oryza sativa,水稻
宏两优美特占,Oryza sativa,水稻
恒两优南晶香占,Oryza sativa,水稻
恒两优211,Oryza sativa,水稻
恭香两优油丝占,Oryza sativa,水稻
之两优2,Oryza sativa,水稻
瑜香优191,Oryza sativa,水稻
又香优油丝占,Oryza sativa,水稻
扬泰优5009,Oryza sativa,水稻
湘T302,Oryza sativa,水稻
测90,Oryza sativa,水稻
华联2,Oryza sativa,水稻
辐26,Oryza sativa,水稻
汕优21,Oryza sativa,水稻
温恢10-35,Oryza sativa,水稻
汕优10-35,Oryza sativa,水稻
桂8,Oryza sativa,水稻
6161-8,Oryza sativa,水稻
新光S,Oryza sativa,水稻
威优254,Oryza sativa,水稻
二亚1,Oryza sativa,水稻
IR36ms,Oryza sativa,水稻
D133,Oryza sativa,水稻
枝优晚3,Oryza sativa,水稻
CIS28-10,Oryza sativa,水稻
17216B,Oryza sativa,水稻
17216A,Oryza sativa,水稻
545S,Oryza sativa,水稻
WCR1,Oryza sativa,水稻
滇农S-2,Oryza sativa,水稻
N5047S,Oryza sativa,水稻
嘉辐B,Oryza sativa,水稻
博优湛14,Oryza sativa,水稻
CIS28,Oryza sativa,水稻
8504,Oryza sativa,水稻
N3036S,Oryza sativa,水稻
N4229S,Oryza sativa,水稻
川作6优178,Oryza sativa,水稻
川谷优6684,Oryza sativa,水稻
川香优37,Oryza sativa,水稻
乐5优177,Oryza sativa,水稻
川农优445,Oryza sativa,水稻
内5优828,Oryza sativa,水稻
内6优816,Oryza sativa,水稻
蓉优908,Oryza sativa,水稻
乐丰优536,Oryza sativa,水稻
川香优308,Oryza sativa,水稻
川谷优2348,Oryza sativa,水稻
广优9939,Oryza sativa,水稻
德香优146,Oryza sativa,水稻
成丰优188,Oryza sativa,水稻
华优1199,Oryza sativa,水稻
旌优127,Oryza sativa,水稻
渝802B,Oryza sativa,水稻
渝恢7109,Oryza sativa,水稻
S91-2,Oryza sativa,水稻
遵1B,Oryza sativa,水稻
遵1A,Oryza sativa,水稻
热粳1A,Oryza sativa,水稻
热粳优35,Oryza sativa,水稻
泸香618B,Oryza sativa,水稻
丰田1B,Oryza sativa,水稻
386B,Oryza sativa,水稻
丰田1A,Oryza sativa,水稻
386A,Oryza sativa,水稻
绵香8B,Oryza sativa,水稻
国香8B,Oryza sativa,水稻
临稻20,Oryza sativa,水稻
